"","recency2","monetary2","frequency2","id","gender","monetary","recency","frequency","duration","purchase","predict222"
"89","2","2","2",13291,"F",214,6,5,20,0,0.174418604651163
"90","2","2","2",12160,"F",318,6,8,42,0,0.174418604651163
"91","2","2","2",13576,"F",300,8,8,54,0,0.174418604651163
"92","2","2","2",12121,"F",340,12,6,30,0,0.174418604651163
"93","2","2","2",12124,"F",441,10,12,72,1,0.174418604651163
"94","2","2","2",13541,"F",404,2,9,42,0,0.174418604651163
"95","2","2","2",13905,"F",423,8,11,34,0,0.174418604651163
"96","2","2","2",12045,"M",323,12,8,56,0,0.174418604651163
"97","2","2","2",12814,"M",430,10,9,34,0,0.174418604651163
"98","2","2","2",13867,"F",215,6,7,28,0,0.174418604651163
"99","2","2","2",13178,"M",268,8,12,58,0,0.174418604651163
"100","2","2","2",13585,"F",267,4,8,50,0,0.174418604651163
"101","2","2","2",12091,"M",234,8,5,24,1,0.174418604651163
"102","2","2","2",13182,"F",272,4,12,30,0,0.174418604651163
"103","2","2","2",13588,"F",338,4,12,50,1,0.174418604651163
"104","2","2","2",13307,"M",236,10,7,26,0,0.174418604651163
"105","2","2","2",13348,"F",214,6,8,46,0,0.174418604651163
"106","2","2","2",13832,"F",343,8,8,54,0,0.174418604651163
"107","2","2","2",12700,"M",341,2,12,40,1,0.174418604651163
"108","2","2","2",12784,"M",270,4,4,22,1,0.174418604651163
"109","2","2","2",12746,"F",261,6,9,54,0,0.174418604651163
"110","2","2","2",13798,"F",270,6,12,76,0,0.174418604651163
"111","2","2","2",13762,"F",370,4,8,38,0,0.174418604651163
"112","2","2","2",12991,"F",240,6,12,46,0,0.174418604651163
"113","2","2","2",13637,"F",371,10,10,52,0,0.174418604651163
"114","2","2","2",13155,"F",424,10,11,64,0,0.174418604651163
"115","2","2","2",13479,"F",274,10,8,26,0,0.174418604651163
"116","2","2","2",13357,"F",225,8,11,30,0,0.174418604651163
"117","2","2","2",12349,"M",234,4,4,28,0,0.174418604651163
"118","2","2","2",12027,"F",298,12,11,72,0,0.174418604651163
"119","2","2","2",13927,"F",366,10,12,70,0,0.174418604651163
"120","2","2","2",13320,"F",280,8,8,56,1,0.174418604651163
"121","2","2","2",12757,"F",211,4,10,50,0,0.174418604651163
"122","2","2","2",13322,"M",371,4,6,38,0,0.174418604651163
"123","2","2","2",13742,"F",289,4,6,28,1,0.174418604651163
"124","2","2","2",12314,"F",301,10,11,62,0,0.174418604651163
"125","2","2","2",12964,"M",366,2,9,36,0,0.174418604651163
"126","2","2","2",12803,"F",399,10,12,48,0,0.174418604651163
"127","2","2","2",13817,"F",377,6,12,34,1,0.174418604651163
"128","2","2","2",13856,"F",394,8,11,72,0,0.174418604651163
"129","2","2","2",13127,"F",418,8,9,54,0,0.174418604651163
"130","2","2","2",13292,"F",309,8,12,58,0,0.174418604651163
"131","2","2","2",13616,"M",238,10,8,26,0,0.174418604651163
"132","2","2","2",13778,"F",369,10,8,50,0,0.174418604651163
"133","2","2","2",13457,"F",255,6,11,68,1,0.174418604651163
"134","2","2","2",13215,"F",397,12,8,46,0,0.174418604651163
"135","2","2","2",13662,"M",243,10,12,48,1,0.174418604651163
"136","2","2","2",13270,"F",223,10,6,24,0,0.174418604651163
"137","2","2","2",12408,"F",374,4,7,18,0,0.174418604651163
"138","2","2","2",13419,"M",323,8,4,20,0,0.174418604651163
"139","2","2","2",12976,"F",246,12,11,38,1,0.174418604651163
"140","2","2","2",13542,"M",476,12,12,58,0,0.174418604651163
"141","2","2","2",12371,"F",210,2,6,36,1,0.174418604651163
"142","2","2","2",12613,"M",296,4,9,34,0,0.174418604651163
"143","2","2","2",13384,"M",410,12,11,46,1,0.174418604651163
"144","2","2","2",12173,"F",239,12,8,58,0,0.174418604651163
"145","2","2","2",12054,"M",296,8,6,32,1,0.174418604651163
"146","2","2","2",13510,"M",350,12,5,38,0,0.174418604651163
"147","2","2","2",13308,"F",246,10,8,32,0,0.174418604651163
"148","2","2","2",12903,"M",297,8,9,34,0,0.174418604651163
"149","2","2","2",13821,"F",366,4,7,24,0,0.174418604651163
"150","2","2","2",13878,"F",247,2,4,22,0,0.174418604651163
"151","2","2","2",12707,"F",332,12,10,48,0,0.174418604651163
"152","2","2","2",12425,"F",238,4,11,40,0,0.174418604651163
"153","2","2","2",13193,"M",280,8,7,40,0,0.174418604651163
"154","2","2","2",13436,"F",418,6,10,54,0,0.174418604651163
"155","2","2","2",12347,"F",307,2,5,20,0,0.174418604651163
"156","2","2","2",13154,"M",350,2,4,18,0,0.174418604651163
"157","2","2","2",13882,"F",223,4,7,22,0,0.174418604651163
"158","2","2","2",13846,"F",437,2,11,24,0,0.174418604651163
"159","2","2","2",13603,"F",310,4,10,38,0,0.174418604651163
"160","2","2","2",12389,"F",319,10,9,54,1,0.174418604651163
"161","2","2","2",12111,"M",414,2,8,46,1,0.174418604651163
"162","2","2","2",13550,"M",326,12,7,48,0,0.174418604651163
"163","2","2","2",12446,"F",352,12,11,78,0,0.174418604651163
"164","2","2","2",13902,"M",282,2,11,50,0,0.174418604651163
"165","2","2","2",12398,"F",435,12,10,34,0,0.174418604651163
"166","2","2","2",13854,"F",280,6,11,66,1,0.174418604651163
"167","2","2","2",12843,"F",237,12,7,50,0,0.174418604651163
"168","2","2","2",13533,"F",253,6,12,38,0,0.174418604651163
"169","2","2","2",13774,"M",412,2,11,28,0,0.174418604651163
"170","2","2","2",13532,"M",258,10,8,32,0,0.174418604651163
"171","2","2","2",12442,"F",394,6,9,36,0,0.174418604651163
"172","2","2","2",13896,"F",243,2,4,16,0,0.174418604651163
"173","2","2","2",12808,"M",260,2,9,50,0,0.174418604651163
"174","2","2","2",12447,"F",261,6,10,54,0,0.174418604651163
"175","2","2","2",13847,"F",401,2,8,36,0,0.174418604651163
"176","2","2","2",13916,"M",262,10,6,32,0,0.174418604651163
"177","2","2","2",12583,"F",230,12,5,26,0,0.174418604651163
"178","2","2","2",12127,"F",217,4,10,54,1,0.174418604651163
"179","2","2","2",13619,"F",251,12,8,44,0,0.174418604651163
"180","2","2","2",12007,"F",273,10,7,42,0,0.174418604651163
"181","2","2","2",13220,"F",408,8,10,50,1,0.174418604651163
"182","2","2","2",12872,"F",259,4,9,34,0,0.174418604651163
"183","2","2","2",13184,"F",231,6,7,30,0,0.174418604651163
"184","2","2","2",13062,"M",316,4,7,44,0,0.174418604651163
"185","2","2","2",12214,"M",258,8,10,44,0,0.174418604651163
"186","2","2","2",13186,"M",227,4,6,18,0,0.174418604651163
"187","2","2","2",12296,"F",384,10,8,46,0,0.174418604651163
"188","2","2","2",13671,"M",292,12,4,28,0,0.174418604651163
"189","2","2","2",12285,"F",322,12,11,38,0,0.174418604651163
"190","2","2","2",12892,"F",287,4,11,36,1,0.174418604651163
"191","2","2","2",12141,"F",263,8,6,28,0,0.174418604651163
"192","2","2","2",13556,"F",380,10,7,24,0,0.174418604651163
"193","2","2","2",12505,"F",297,8,7,22,0,0.174418604651163
"194","2","2","2",12749,"F",325,4,10,56,0,0.174418604651163
"195","2","2","2",12721,"F",219,12,6,34,0,0.174418604651163
"196","2","2","2",13075,"F",429,8,10,40,1,0.174418604651163
"197","2","2","2",13923,"M",349,12,6,40,0,0.174418604651163
"198","2","2","2",13735,"F",316,10,7,46,0,0.174418604651163
"199","2","2","2",13749,"M",318,10,12,38,0,0.174418604651163
"200","2","2","2",13805,"F",227,10,10,44,0,0.174418604651163
"201","2","2","2",13289,"F",273,12,5,36,0,0.174418604651163
"202","2","2","2",12174,"F",233,12,11,68,0,0.174418604651163
"203","2","2","2",12176,"M",343,12,9,66,0,0.174418604651163
"204","2","2","2",12771,"M",356,4,6,22,1,0.174418604651163
"205","2","2","2",12435,"F",285,6,9,56,0,0.174418604651163
"206","2","2","2",12891,"M",339,8,7,46,0,0.174418604651163
"207","2","2","2",13894,"F",214,10,8,50,0,0.174418604651163
"208","2","2","2",12812,"M",268,12,7,46,1,0.174418604651163
"209","2","2","2",12842,"F",287,12,7,40,0,0.174418604651163
"210","2","2","2",13895,"M",384,10,6,32,0,0.174418604651163
"211","2","2","2",12981,"F",230,2,12,32,0,0.174418604651163
"212","2","2","2",13655,"F",406,6,12,48,0,0.174418604651163
"213","2","2","2",13091,"F",397,10,10,36,0,0.174418604651163
"214","2","2","2",12699,"F",284,10,5,20,0,0.174418604651163
"215","2","2","2",12747,"F",268,8,4,30,1,0.174418604651163
"216","2","2","2",13658,"F",365,4,12,74,0,0.174418604651163
"217","2","2","2",13631,"F",356,12,12,80,0,0.174418604651163
"218","2","2","2",13257,"F",347,6,11,38,0,0.174418604651163
"219","2","2","2",12939,"F",318,6,9,40,0,0.174418604651163
"220","2","2","2",12207,"F",309,4,9,56,0,0.174418604651163
"221","2","2","2",13636,"F",287,10,7,28,0,0.174418604651163
"222","2","2","2",12222,"M",253,2,12,70,0,0.174418604651163
"223","2","2","2",13433,"F",371,12,6,36,0,0.174418604651163
"224","2","2","2",13678,"F",437,4,12,52,0,0.174418604651163
"225","2","2","2",12942,"F",281,12,7,26,0,0.174418604651163
"226","2","2","2",13833,"F",331,6,7,34,0,0.174418604651163
"227","2","2","2",12885,"F",274,6,4,26,0,0.174418604651163
"228","2","2","2",13405,"F",247,6,9,34,0,0.174418604651163
"229","2","2","2",12908,"F",323,2,7,20,0,0.174418604651163
"230","2","2","2",13782,"F",224,2,6,18,0,0.174418604651163
"231","2","2","2",12980,"F",357,2,6,20,1,0.174418604651163
"232","2","2","2",12993,"M",219,10,6,28,1,0.174418604651163
"233","2","2","2",12103,"M",401,4,12,70,0,0.174418604651163
"234","2","2","2",13610,"F",327,12,7,34,0,0.174418604651163
"235","2","2","2",12733,"F",289,4,11,30,0,0.174418604651163
"236","2","2","2",13377,"M",221,2,8,20,0,0.174418604651163
"237","2","2","2",13984,"F",356,12,4,26,0,0.174418604651163
"238","2","2","2",13376,"F",359,10,8,50,0,0.174418604651163
"239","2","2","2",12905,"F",299,12,7,34,0,0.174418604651163
"240","2","2","2",12731,"F",267,12,6,38,0,0.174418604651163
"241","2","2","2",13328,"M",278,12,11,70,1,0.174418604651163
"242","2","2","2",12585,"F",342,12,9,42,0,0.174418604651163
"243","2","2","2",12479,"F",383,12,10,42,0,0.174418604651163
"244","2","2","2",13353,"F",416,8,10,36,0,0.174418604651163
"245","2","2","2",12526,"F",297,2,8,20,0,0.174418604651163
"246","2","2","2",13917,"F",328,4,6,38,1,0.174418604651163
"247","2","2","2",13175,"M",352,6,11,58,0,0.174418604651163
"248","2","2","2",12163,"F",478,12,12,82,0,0.174418604651163
"249","2","2","2",13435,"F",291,6,10,32,1,0.174418604651163
"250","2","2","2",12506,"F",347,10,6,28,0,0.174418604651163
"251","2","2","2",12680,"F",258,10,7,38,0,0.174418604651163
"252","2","2","2",13172,"F",323,12,12,82,1,0.174418604651163
"253","2","2","2",12947,"F",224,10,4,32,1,0.174418604651163
"254","2","2","2",13530,"F",267,8,11,48,0,0.174418604651163
"255","2","2","2",13231,"F",287,6,9,38,0,0.174418604651163
"256","2","2","2",13716,"F",235,12,7,52,0,0.174418604651163
"257","2","2","2",13431,"M",219,12,7,42,0,0.174418604651163
"258","2","2","2",13416,"F",270,8,9,58,0,0.174418604651163
"259","2","1","2",12694,"M",190,12,11,62,0,0.155339805825243
"260","2","1","2",12594,"F",131,8,6,30,0,0.155339805825243
"261","2","1","2",12403,"F",194,2,9,36,1,0.155339805825243
"262","2","1","2",12402,"F",202,2,4,14,0,0.155339805825243
"263","2","1","2",13664,"M",89,4,4,20,0,0.155339805825243
"264","2","1","2",12921,"M",130,12,7,42,1,0.155339805825243
"265","2","1","2",13084,"F",172,6,4,24,0,0.155339805825243
"266","2","1","2",12917,"M",159,12,7,44,0,0.155339805825243
"267","2","1","2",12686,"F",122,12,4,28,0,0.155339805825243
"268","2","1","2",13761,"F",190,10,11,48,0,0.155339805825243
"269","2","1","2",12092,"F",184,10,10,66,1,0.155339805825243
"270","2","1","2",13334,"F",165,4,4,20,0,0.155339805825243
"271","2","1","2",13286,"F",188,10,6,28,0,0.155339805825243
"272","2","1","2",12255,"F",187,6,12,58,0,0.155339805825243
"273","2","1","2",13443,"F",181,12,4,28,0,0.155339805825243
"274","2","1","2",13546,"F",202,8,4,30,0,0.155339805825243
"275","2","1","2",13130,"F",119,12,4,22,0,0.155339805825243
"276","2","1","2",12299,"F",90,10,5,38,0,0.155339805825243
"277","2","1","2",12451,"F",134,12,5,30,0,0.155339805825243
"278","2","1","2",13299,"M",179,8,5,24,1,0.155339805825243
"279","2","1","2",12354,"F",89,4,4,18,0,0.155339805825243
"280","2","1","2",13842,"F",140,12,4,34,0,0.155339805825243
"281","2","1","2",13438,"F",155,4,6,28,0,0.155339805825243
"282","2","1","2",12563,"M",183,8,9,44,0,0.155339805825243
"283","2","1","2",13802,"M",117,12,4,22,0,0.155339805825243
"284","2","1","2",12712,"F",140,10,4,26,0,0.155339805825243
"285","2","1","2",13561,"F",135,10,4,26,0,0.155339805825243
"286","2","1","2",12673,"F",110,10,6,28,0,0.155339805825243
"287","2","1","2",13766,"F",136,2,5,16,0,0.155339805825243
"288","2","1","2",12190,"F",162,8,5,32,0,0.155339805825243
"289","2","1","2",12433,"M",191,6,10,56,0,0.155339805825243
"290","2","1","2",12597,"M",120,8,5,32,0,0.155339805825243
"291","2","1","2",12718,"M",159,10,8,38,1,0.155339805825243
"292","2","1","2",12653,"F",184,6,7,20,0,0.155339805825243
"293","2","1","2",13543,"F",174,12,5,30,0,0.155339805825243
"294","2","1","2",13692,"M",162,10,7,44,0,0.155339805825243
"295","2","1","2",13304,"F",96,10,5,26,0,0.155339805825243
"296","2","1","2",12764,"M",144,12,9,50,0,0.155339805825243
"297","2","1","2",13897,"F",127,12,4,32,0,0.155339805825243
"298","2","1","2",12482,"F",159,4,7,18,1,0.155339805825243
"299","2","1","2",13454,"F",208,8,8,24,0,0.155339805825243
"300","2","1","2",13940,"F",150,4,9,22,0,0.155339805825243
"301","2","1","2",13092,"M",136,2,8,26,1,0.155339805825243
"302","2","1","2",12325,"F",133,2,8,20,1,0.155339805825243
"303","2","1","2",12934,"M",102,8,5,26,0,0.155339805825243
"304","2","1","2",13298,"F",127,2,4,16,1,0.155339805825243
"305","2","1","2",12800,"F",114,10,6,38,0,0.155339805825243
"306","2","1","2",12477,"F",167,4,11,58,0,0.155339805825243
"307","2","1","2",12491,"F",176,10,6,32,0,0.155339805825243
"308","2","1","2",13316,"M",194,6,4,24,0,0.155339805825243
"309","2","1","2",13424,"F",199,10,5,24,0,0.155339805825243
"310","2","1","2",12858,"F",144,10,4,26,0,0.155339805825243
"311","2","1","2",13790,"F",208,6,6,40,0,0.155339805825243
"312","2","1","2",12820,"F",173,4,10,56,0,0.155339805825243
"313","2","1","2",13104,"M",153,12,8,44,0,0.155339805825243
"314","2","1","2",13713,"F",135,12,4,34,0,0.155339805825243
"315","2","1","2",12742,"F",203,6,12,32,0,0.155339805825243
"316","2","1","2",13310,"F",147,10,7,44,0,0.155339805825243
"317","2","1","2",13675,"M",203,12,9,58,0,0.155339805825243
"318","2","1","2",12125,"F",206,12,12,38,0,0.155339805825243
"319","2","1","2",12693,"F",141,12,4,22,0,0.155339805825243
"320","2","1","2",12588,"F",201,4,4,26,0,0.155339805825243
"321","2","1","2",12264,"F",177,10,7,46,1,0.155339805825243
"322","2","1","2",13113,"F",187,12,5,42,0,0.155339805825243
"323","2","1","2",13963,"M",120,10,5,22,0,0.155339805825243
"324","2","1","2",12832,"F",114,2,7,18,1,0.155339805825243
"325","2","1","2",13480,"M",154,12,10,44,0,0.155339805825243
"326","2","1","2",13684,"F",144,6,8,38,0,0.155339805825243
"327","2","1","2",13442,"F",165,4,6,32,0,0.155339805825243
"328","2","1","2",12836,"F",207,4,7,34,0,0.155339805825243
"329","2","1","2",12109,"F",160,4,10,34,0,0.155339805825243
"330","2","1","2",13809,"F",169,4,9,32,0,0.155339805825243
"331","2","1","2",12030,"M",158,10,4,26,0,0.155339805825243
"332","2","1","2",12516,"F",181,10,8,28,0,0.155339805825243
"333","2","1","2",13488,"M",188,10,9,50,0,0.155339805825243
"334","2","1","2",12761,"F",199,4,10,34,0,0.155339805825243
"335","2","1","2",13571,"F",123,12,7,28,0,0.155339805825243
"336","2","1","2",13491,"M",175,8,11,40,0,0.155339805825243
"337","2","1","2",13249,"F",173,8,11,66,0,0.155339805825243
"338","2","1","2",12887,"F",205,12,9,54,0,0.155339805825243
"339","2","1","2",13615,"M",175,8,10,38,0,0.155339805825243
"340","2","1","2",13859,"F",91,10,4,20,0,0.155339805825243
"341","2","1","2",12768,"F",75,4,4,26,1,0.155339805825243
"342","2","1","2",13618,"M",152,10,8,40,0,0.155339805825243
"343","2","1","2",12123,"F",91,10,5,26,0,0.155339805825243
"344","2","1","2",12488,"F",97,4,6,22,0,0.155339805825243
"345","2","1","2",13500,"F",133,8,6,30,0,0.155339805825243
"346","2","1","2",13218,"F",108,12,7,34,0,0.155339805825243
"347","2","1","2",12895,"F",174,12,10,42,0,0.155339805825243
"348","2","1","2",12494,"M",155,10,8,44,0,0.155339805825243
"349","2","1","2",13464,"F",61,4,4,12,0,0.155339805825243
"350","2","1","2",12170,"F",176,6,6,38,0,0.155339805825243
"351","2","1","2",12617,"M",147,2,5,20,0,0.155339805825243
"352","2","1","2",12294,"F",121,12,5,32,0,0.155339805825243
"353","2","1","2",13629,"F",114,12,4,30,1,0.155339805825243
"354","2","1","2",13429,"F",94,10,6,30,0,0.155339805825243
"355","2","1","2",12661,"F",119,10,5,26,0,0.155339805825243
"356","2","1","2",13228,"F",154,10,8,42,0,0.155339805825243
"357","2","1","2",13512,"F",194,2,11,38,0,0.155339805825243
"358","2","1","2",12745,"F",200,12,11,54,0,0.155339805825243
"359","2","1","2",12827,"M",174,2,4,20,1,0.155339805825243
"360","2","1","2",12262,"M",148,6,4,20,1,0.155339805825243
"361","2","1","2",12708,"F",165,12,8,32,1,0.155339805825243
"362","2","2","1",12179,"M",280,12,2,14,0,0.11660777385159
"363","2","2","1",13383,"F",253,8,3,18,0,0.11660777385159
"364","2","2","1",12824,"F",314,4,2,8,1,0.11660777385159
"365","2","2","1",12013,"F",276,4,1,4,1,0.11660777385159
"366","2","2","1",12882,"F",225,6,1,6,0,0.11660777385159
"367","2","2","1",13755,"F",226,12,1,12,0,0.11660777385159
"368","2","2","1",12006,"F",279,6,1,6,0,0.11660777385159
"369","2","2","1",12260,"M",312,10,1,10,0,0.11660777385159
"370","2","2","1",13829,"M",215,8,1,8,0,0.11660777385159
"371","2","2","1",13834,"F",295,10,2,18,0,0.11660777385159
"372","2","2","1",12107,"F",263,6,3,24,0,0.11660777385159
"373","2","2","1",12047,"M",283,8,1,8,0,0.11660777385159
"374","2","2","1",13836,"M",230,2,2,4,0,0.11660777385159
"375","2","2","1",12580,"F",295,8,2,14,0,0.11660777385159
"376","2","2","1",13226,"F",270,12,2,18,0,0.11660777385159
"377","2","2","1",12462,"F",234,4,2,12,0,0.11660777385159
"378","2","2","1",12423,"M",283,6,1,6,0,0.11660777385159
"379","2","2","1",13703,"F",299,2,1,2,0,0.11660777385159
"380","2","2","1",12128,"F",274,10,1,10,0,0.11660777385159
"381","2","2","1",13313,"F",269,10,2,16,0,0.11660777385159
"382","2","2","1",13263,"F",304,12,3,22,0,0.11660777385159
"383","2","2","1",12790,"F",320,10,2,18,0,0.11660777385159
"384","2","2","1",12795,"F",243,10,2,14,0,0.11660777385159
"385","2","2","1",12940,"F",285,2,1,2,0,0.11660777385159
"386","2","2","1",13280,"M",261,10,2,18,0,0.11660777385159
"387","2","2","1",12189,"F",263,10,1,10,0,0.11660777385159
"388","2","2","1",13604,"F",301,6,1,6,0,0.11660777385159
"389","2","2","1",13525,"F",289,10,2,14,0,0.11660777385159
"390","2","2","1",13553,"F",296,8,1,8,0,0.11660777385159
"391","2","2","1",13471,"F",329,12,2,14,0,0.11660777385159
"392","2","2","1",12664,"F",243,2,2,6,0,0.11660777385159
"393","2","2","1",12950,"F",247,10,1,10,0,0.11660777385159
"394","2","2","1",13570,"F",244,6,1,6,0,0.11660777385159
"395","2","2","1",12210,"M",251,6,2,14,0,0.11660777385159
"396","2","2","1",12076,"F",309,10,2,18,0,0.11660777385159
"397","2","2","1",12925,"F",293,12,1,12,0,0.11660777385159
"398","2","2","1",12065,"F",234,10,1,10,0,0.11660777385159
"399","2","2","1",12011,"F",214,6,2,12,0,0.11660777385159
"400","2","2","1",12592,"M",325,6,2,10,0,0.11660777385159
"401","2","2","1",13617,"F",261,8,2,10,0,0.11660777385159
"402","2","2","1",12647,"F",303,2,2,6,1,0.11660777385159
"403","2","2","1",13728,"F",249,4,2,8,0,0.11660777385159
"404","2","2","1",12760,"M",230,4,1,4,1,0.11660777385159
"405","2","2","1",13245,"F",213,2,2,8,1,0.11660777385159
"406","2","2","1",12841,"F",325,8,2,12,0,0.11660777385159
"407","2","2","1",12896,"F",297,12,1,12,0,0.11660777385159
"408","2","2","1",13623,"M",263,12,1,12,0,0.11660777385159
"409","2","2","1",12654,"F",301,2,2,8,0,0.11660777385159
"410","2","2","1",12412,"F",319,12,2,16,0,0.11660777385159
"411","2","2","1",12657,"F",248,10,1,10,0,0.11660777385159
"412","2","2","1",12632,"F",308,10,2,12,0,0.11660777385159
"413","2","2","1",13496,"M",294,2,3,10,0,0.11660777385159
"414","2","2","1",12256,"M",214,10,2,18,0,0.11660777385159
"415","2","2","1",12862,"F",217,12,1,12,0,0.11660777385159
"416","2","2","1",13509,"F",248,10,2,12,0,0.11660777385159
"417","2","2","1",12865,"F",254,10,1,10,0,0.11660777385159
"418","2","2","1",13148,"M",244,12,2,14,0,0.11660777385159
"419","2","2","1",12086,"F",264,10,1,10,0,0.11660777385159
"420","2","2","1",13920,"F",221,2,1,2,0,0.11660777385159
"421","2","2","1",12787,"F",234,10,1,10,0,0.11660777385159
